brand,model_name,launch_year,ram,rom,price,battery,Back_Camera_MP,Front_Camera_MP,Processor,5G_Support,Avg_Rating,Positive_Reviews,Negative_Reviews,review,os_type,popularity,category
Apple,iPhone 11,2019,6,128,51400,3110,12,12,A13 Bionic,No,3.3,144,25,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,128,51400,3110,12,12,A13 Bionic,No,3.6,57,26,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4.7,211,61,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4.7,50,18,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4,302,96,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4.5,94,12,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4.5,41,12,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 11,2019,6,256,57800,3110,12,12,A13 Bionic,No,4.2,194,9,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.2,322,93,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.9,216,70,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.5,33,12,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.5,129,44,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.8,140,13,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,64,48200,2815,12,12,A14 Bionic,No,3.5,112,6,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,4.6,166,29,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,3.5,190,65,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,4.4,241,86,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,3.4,189,61,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,3.9,40,5,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,128,51400,2815,12,12,A14 Bionic,No,3.9,276,28,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,3.8,36,15,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,3.4,71,7,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,3.4,264,46,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,4.3,318,29,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,3.9,72,32,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 12,2020,6,256,57800,2815,12,12,A14 Bionic,No,4.5,121,22,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,3.9,274,50,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,3.8,339,39,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,4.6,275,37,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,4.7,128,46,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,4.4,170,47,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,128,51400,3240,12,12,A15 Bionic,No,4.7,175,62,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,4.6,98,21,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,3.5,327,80,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,3.7,365,54,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,4.3,215,54,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,3.3,328,36,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,256,57800,3240,12,12,A15 Bionic,No,4.2,290,58,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,4.2,307,40,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,4.5,253,7,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,3.3,187,58,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,3.8,172,27,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,4.7,240,63,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 13,2021,6,512,70600,3240,12,12,A15 Bionic,No,4.6,143,11,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,4,273,70,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,3.6,66,9,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,3.2,109,16,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,3.4,257,32,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,3.8,39,9,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,128,51400,3279,12,12,A15 Bionic,No,4.4,316,19,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,3.5,215,13,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,3.6,371,54,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,4.3,297,37,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,4.6,233,43,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,3.6,215,21,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,256,57800,3279,12,12,A15 Bionic,No,4,108,16,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,3.4,337,55,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,4.7,58,16,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,4.3,268,76,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,4.2,156,25,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,4.8,182,36,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14,2022,6,512,70600,3279,12,12,A15 Bionic,No,4.2,225,30,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,128,51400,3349,48,12,A16 Bionic,No,4.3,248,19,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,128,51400,3349,48,12,A16 Bionic,No,4,238,73,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,128,51400,3349,48,12,A16 Bionic,No,3.8,348,55,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,128,51400,3349,48,12,A16 Bionic,No,4,292,117,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,128,51400,3349,48,12,A16 Bionic,No,3.2,332,43,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,256,57800,3349,48,12,A16 Bionic,No,4.8,266,84,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,256,57800,3349,48,12,A16 Bionic,No,4.4,304,91,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,256,57800,3349,48,12,A16 Bionic,No,3.8,233,53,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,256,57800,3349,48,12,A16 Bionic,No,4.7,350,35,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,256,57800,3349,48,12,A16 Bionic,No,4.3,206,33,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,512,70600,3349,48,12,A16 Bionic,No,3.6,365,19,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,512,70600,3349,48,12,A16 Bionic,No,3.9,354,76,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,512,70600,3349,48,12,A16 Bionic,No,3.7,299,82,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,512,70600,3349,48,12,A16 Bionic,No,3.3,272,103,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15,2023,6,512,70600,3349,48,12,A16 Bionic,No,4.2,155,23,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,128,77680,3200,48,12,A16 Bionic,Yes,4.3,121,32,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,128,77680,3200,48,12,A16 Bionic,Yes,3.2,208,68,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,128,77680,3200,48,12,A16 Bionic,Yes,4.2,54,2,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,128,77680,3200,48,12,A16 Bionic,Yes,3.9,174,45,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,256,85360,3200,48,12,A16 Bionic,Yes,3.6,235,20,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,256,85360,3200,48,12,A16 Bionic,Yes,3.6,197,37,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,256,85360,3200,48,12,A16 Bionic,Yes,3.9,251,58,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,256,85360,3200,48,12,A16 Bionic,Yes,3.4,264,75,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,512,100720,3200,48,12,A16 Bionic,Yes,4.7,253,56,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,512,100720,3200,48,12,A16 Bionic,Yes,3.9,172,30,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,512,100720,3200,48,12,A16 Bionic,Yes,4.1,312,47,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,512,100720,3200,48,12,A16 Bionic,Yes,4.6,51,11,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,1024,131440,3200,48,12,A16 Bionic,Yes,4.6,145,59,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,1024,131440,3200,48,12,A16 Bionic,Yes,4.4,259,44,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,1024,131440,3200,48,12,A16 Bionic,Yes,3.6,233,75,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro,2022,6,1024,131440,3200,48,12,A16 Bionic,Yes,4.6,231,74,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,128,77680,4323,48,12,A16 Bionic,Yes,4.2,373,49,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,128,77680,4323,48,12,A16 Bionic,Yes,3.9,65,31,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,128,77680,4323,48,12,A16 Bionic,Yes,4.3,288,52,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,128,77680,4323,48,12,A16 Bionic,Yes,4.6,91,7,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,256,85360,4323,48,12,A16 Bionic,Yes,3.3,172,50,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,256,85360,4323,48,12,A16 Bionic,Yes,4.5,265,72,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,256,85360,4323,48,12,A16 Bionic,Yes,4.1,306,136,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,256,85360,4323,48,12,A16 Bionic,Yes,4.1,238,19,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,512,100720,4323,48,12,A16 Bionic,Yes,3.4,117,34,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,512,100720,4323,48,12,A16 Bionic,Yes,3.8,128,37,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,512,100720,4323,48,12,A16 Bionic,Yes,4.3,328,36,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,512,100720,4323,48,12,A16 Bionic,Yes,4.6,147,57,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,1024,131440,4323,48,12,A16 Bionic,Yes,3.2,345,30,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,1024,131440,4323,48,12,A16 Bionic,Yes,3.7,206,71,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,1024,131440,4323,48,12,A16 Bionic,Yes,4.7,126,51,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 14 Pro Max,2022,6,1024,131440,4323,48,12,A16 Bionic,Yes,3.4,319,64,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,128,77680,3274,48,12,A17 Pro,Yes,4.5,78,16,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,128,77680,3274,48,12,A17 Pro,Yes,3.3,285,54,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,128,77680,3274,48,12,A17 Pro,Yes,4,267,45,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,128,77680,3274,48,12,A17 Pro,Yes,4.5,258,12,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,256,85360,3274,48,12,A17 Pro,Yes,4.1,271,104,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,256,85360,3274,48,12,A17 Pro,Yes,3.3,151,33,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,256,85360,3274,48,12,A17 Pro,Yes,3.6,94,10,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,256,85360,3274,48,12,A17 Pro,Yes,3.3,119,33,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.,IOS,3,phone
Apple,iPhone 15 Pro,2023,8,512,100720,3274,48,12,A17 Pro,Yes,4.7,351,36,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.,IOS,3,phone
